tmp:1022.976, loss:1765.6862
tmp:56.43120802274451, loss:1348.1406
tmp:56.37477681472176, loss:1569.0552
tmp:56.31840203790704, loss:1437.8127
tmp:56.26208363586913, loss:1374.5903
tmp:56.20582155223326, loss:1339.2743
tmp:56.14961573068103, loss:1644.8978
tmp:56.093466114950346, loss:1453.3656
tmp:56.037372648835394, loss:1437.3787
tmp:55.981335276186556, loss:1374.9353
tmp:55.92535394091037, loss:1516.1088
tmp:55.86942858696946, loss:1494.3817
tmp:55.813559158382496, loss:1498.362
tmp:55.757745599224116, loss:1562.6602
tmp:55.70198785362489, loss:1597.6509
tmp:55.64628586577127, loss:1540.8999
tmp:55.5906395799055, loss:1576.7086
tmp:55.535048940325595, loss:1410.275
tmp:55.47951389138527, loss:1537.1825
tmp:55.42403437749388, loss:1408.1448
tmp:55.36861034311639, loss:1412.186
tmp:55.31324173277327, loss:1636.8767
tmp:55.257928491040495, loss:1579.0492
tmp:55.20267056254946, loss:1772.5548
tmp:55.147467891986906, loss:1535.0184
tmp:55.09232042409492, loss:1291.6031
tmp:55.03722810367083, loss:1452.5947
tmp:54.982190875567156, loss:1339.4858
tmp:54.927208684691585, loss:1601.9258
tmp:54.8722814760069, loss:1573.7919
tmp:54.81740919453089, loss:1560.2888
tmp:54.762591785336355, loss:1549.9872
tmp:54.70782919355102, loss:1542.1456
tmp:54.65312136435747, loss:1392.5128
tmp:54.59846824299311, loss:1293.4634
tmp:54.543869774750114, loss:1365.4083
tmp:54.48932590497537, loss:1479.538
tmp:54.43483657907039, loss:1500.0354
tmp:54.38040174249132, loss:1421.5483
tmp:54.32602134074883, loss:1353.1483
tmp:54.27169531940808, loss:1509.0333
tmp:54.217423624088674, loss:1339.3763
tmp:54.163206200464586, loss:1342.0947
tmp:54.10904299426412, loss:1372.3518
tmp:54.05493395126986, loss:1338.1843
tmp:54.00087901731859, loss:1701.5443
tmp:53.94687813830127, loss:1426.0632
tmp:53.892931260162975, loss:1553.0695
tmp:53.83903832890281, loss:1557.5564
tmp:53.78519929057391, loss:1369.8315
tmp:53.731414091283334, loss:1403.9198
tmp:53.67768267719205, loss:1493.5778
tmp:53.62400499451486, loss:1583.2844
tmp:53.570380989520345, loss:1555.3148
tmp:53.516810608530825, loss:1486.3381
tmp:53.4632937979223, loss:1451.5543
tmp:53.40983050412437, loss:1424.8854
tmp:53.35642067362025, loss:1427.3439
tmp:53.303064252946626, loss:1516.9493
tmp:53.24976118869368, loss:1593.2146
tmp:53.19651142750499, loss:1524.987
tmp:53.14331491607748, loss:1460.1505
tmp:53.0901716011614, loss:1426.8418
tmp:53.03708142956024, loss:1473.9834
tmp:52.98404434813068, loss:1393.2709
tmp:52.93106030378255, loss:1454.6287
tmp:52.87812924347877, loss:1443.7085
tmp:52.825251114235286, loss:1374.2167
tmp:52.77242586312105, loss:1386.7705
tmp:52.71965343725793, loss:1527.4072
tmp:52.666933783820674, loss:1406.1624
tmp:52.614266850036856, loss:1549.4259
tmp:52.56165258318682, loss:1449.7247
tmp:52.509090930603634, loss:1600.1193
tmp:52.45658183967303, loss:1528.1337
tmp:52.40412525783336, loss:1566.8807
tmp:52.35172113257553, loss:1457.3082
tmp:52.29936941144295, loss:1622.1172
tmp:52.24707004203151, loss:1468.6847
tmp:52.19482297198948, loss:1578.1583
tmp:52.14262814901749, loss:1582.24
tmp:52.09048552086847, loss:1485.1282
tmp:52.0383950353476, loss:1516.1261
tmp:51.98635664031225, loss:1512.4526
tmp:51.93437028367194, loss:1263.5664
tmp:51.882435913388264, loss:1551.6763
tmp:51.83055347747487, loss:1325.3861
tmp:51.7787229239974, loss:1533.1713
tmp:51.7269442010734, loss:1613.1873
tmp:51.67521725687233, loss:1595.4882
tmp:51.62354203961546, loss:1524.7344
tmp:51.571918497575844, loss:1361.5609
tmp:51.520346579078264, loss:1466.5308
tmp:51.46882623249919, loss:1501.9855
tmp:51.41735740626669, loss:1362.7188
tmp:51.36594004886042, loss:1365.3911
tmp:51.31457410881156, loss:1540.5619
tmp:51.263259534702755, loss:1490.8512
tmp:51.211996275168055, loss:1404.4371
tmp:51.16078427889288, loss:1400.3665
tmp:51.10962349461399, loss:1404.2874
tmp:51.05851387111938, loss:1282.7135
tmp:51.00745535724826, loss:1382.7372
tmp:50.95644790189101, loss:1350.3624
tmp:50.90549145398912, loss:1551.0698
tmp:50.85458596253513, loss:1461.4515
tmp:50.8037313765726, loss:1520.7452
tmp:50.752927645196024, loss:1439.5446
tmp:50.702174717550825, loss:1459.4985
tmp:50.651472542833275, loss:1465.2814
tmp:50.60082107029044, loss:1459.8395
tmp:50.55022024922015, loss:1462.8121
tmp:50.49967002897093, loss:1483.556
tmp:50.44917035894196, loss:1500.9951
tmp:50.39872118858302, loss:1463.8666
tmp:50.34832246739443, loss:1436.8196
tmp:50.29797414492704, loss:1676.947
tmp:50.247676170782114, loss:1677.5823
tmp:50.19742849461133, loss:1460.0463
tmp:50.14723106611672, loss:1463.2244
tmp:50.0970838350506, loss:1592.2146
tmp:50.04698675121555, loss:1729.098
tmp:49.99693976446434, loss:1451.0796
tmp:49.946942824699875, loss:1348.6821
tmp:49.89699588187518, loss:1489.8586
tmp:49.847098885993304, loss:1338.1
tmp:49.797251787107314, loss:1476.7545
tmp:49.74745453532021, loss:1588.6166
tmp:49.69770708078489, loss:1388.2853
tmp:49.648009373704106, loss:1375.5621
tmp:49.5983613643304, loss:1458.5326
tmp:49.54876300296607, loss:1520.8107
tmp:49.4992142399631, loss:1544.1097
tmp:49.44971502572314, loss:1633.6239
tmp:49.400265310697414, loss:1374.0593
tmp:49.35086504538672, loss:1477.61
tmp:49.301514180341336, loss:1381.8927
tmp:49.25221266616099, loss:1517.5928
tmp:49.20296045349483, loss:1482.3594
tmp:49.15375749304134, loss:1470.6829
tmp:49.104603735548295, loss:1591.1412
tmp:49.055499131812745, loss:1357.5386
tmp:49.006443632680934, loss:1651.5972
tmp:48.95743718904826, loss:1543.7052
tmp:48.90847975185921, loss:1463.8483
tmp:48.85957127210735, loss:1493.8519
tmp:48.81071170083524, loss:1473.0547
tmp:48.7619009891344, loss:1506.739
tmp:48.71313908814527, loss:1367.1937
tmp:48.664425949057126, loss:1468.4432
tmp:48.61576152310807, loss:1531.4742
tmp:48.56714576158496, loss:1325.459
tmp:48.51857861582337, loss:1488.0098
tmp:48.470060037207546, loss:1637.5886
tmp:48.421589977170335, loss:1600.4342
tmp:48.37316838719317, loss:1595.3002
tmp:48.324795218805974, loss:1327.8331
tmp:48.27647042358717, loss:1296.5609
tmp:48.22819395316358, loss:1431.4817
tmp:48.17996575921042, loss:1627.2441
tmp:48.13178579345121, loss:1343.5696
tmp:48.083654007657756, loss:1361.2704
tmp:48.0355703536501, loss:1518.7892
tmp:47.987534783296454, loss:1467.8044
tmp:47.93954724851316, loss:1447.4519
tmp:47.89160770126465, loss:1448.6814
tmp:47.84371609356338, loss:1386.5916
tmp:47.79587237746981, loss:1441.6753
tmp:47.74807650509234, loss:1479.1703
tmp:47.70032842858725, loss:1654.8905
tmp:47.65262810015866, loss:1478.2996
tmp:47.6049754720585, loss:1452.3745
tmp:47.55737049658644, loss:1526.5311
tmp:47.50981312608985, loss:1562.9369
tmp:47.46230331296376, loss:1336.2399
tmp:47.4148410096508, loss:1611.744
tmp:47.36742616864115, loss:1444.3356
tmp:47.32005874247251, loss:1602.3958
tmp:47.27273868373004, loss:1539.555
tmp:47.22546594504631, loss:1630.6256
tmp:47.17824047910126, loss:1514.8004
tmp:47.131062238622164, loss:1407.3446
tmp:47.083931176383544, loss:1443.0272
tmp:47.03684724520716, loss:1519.2944
tmp:46.98981039796195, loss:1530.2153
tmp:46.94282058756399, loss:1495.9414
tmp:46.895877766976426, loss:1482.48
tmp:46.84898188920945, loss:1440.2385
tmp:46.802132907320235, loss:1484.9843
tmp:46.75533077441291, loss:1412.1716
tmp:46.7085754436385, loss:1289.5635
tmp:46.66186686819486, loss:1638.1041
tmp:46.61520500132667, loss:1466.7703
tmp:46.56858979632535, loss:1580.1976
tmp:46.522021206529026, loss:1551.8314
tmp:46.4754991853225, loss:1580.8992
tmp:46.42902368613718, loss:1600.4609
tmp:46.38259466245104, loss:1590.2373
tmp:46.33621206778859, loss:1421.8889
tmp:46.2898758557208, loss:1559.6775
tmp:46.24358597986508, loss:1306.8832
tmp:46.197342393885215, loss:1496.7725
tmp:46.151145051491326, loss:1413.6655
tmp:46.10499390643984, loss:1337.0164
tmp:46.0588889125334, loss:1590.7617
tmp:46.012830023620864, loss:1541.3882
tmp:45.966817193597244, loss:1410.0432
tmp:45.92085037640365, loss:1503.9703
tmp:45.874929526027245, loss:1438.554
tmp:45.829054596501216, loss:1419.9243
tmp:45.78322554190471, loss:1488.5167
tmp:45.73744231636281, loss:1365.311
tmp:45.691704874046444, loss:1396.1707
tmp:45.6460131691724, loss:1523.8588
tmp:45.60036715600322, loss:1424.5143
tmp:45.55476678884722, loss:1474.3501
tmp:45.50921202205837, loss:1563.9943
tmp:45.46370281003631, loss:1602.5236
tmp:45.41823910722627, loss:1335.6488
tmp:45.37282086811904, loss:1480.5497
tmp:45.327448047250925, loss:1410.8302
tmp:45.28212059920367, loss:1454.9066
tmp:45.23683847860447, loss:1470.1964
tmp:45.19160164012587, loss:1477.8712
tmp:45.14641003848574, loss:1646.6293
tmp:45.101263628447256, loss:1487.0062
tmp:45.05616236481881, loss:1333.4723
tmp:45.011106202453995, loss:1418.5508
tmp:44.96609509625154, loss:1346.3116
tmp:44.92112900115529, loss:1415.7476
tmp:44.87620787215414, loss:1602.6562
tmp:44.83133166428198, loss:1477.9375
tmp:44.7865003326177, loss:1494.8938
tmp:44.74171383228508, loss:1646.9591
tmp:44.69697211845279, loss:1414.9559
tmp:44.65227514633434, loss:1425.4202
tmp:44.607622871188006, loss:1404.5428
tmp:44.563015248316816, loss:1544.4479
tmp:44.5184522330685, loss:1662.3658
tmp:44.47393378083543, loss:1490.5186
tmp:44.429459847054595, loss:1348.7628
tmp:44.38503038720754, loss:1531.4243
tmp:44.34064535682033, loss:1442.095
tmp:44.29630471146351, loss:1612.241
tmp:44.25200840675205, loss:1324.0448
tmp:44.207756398345296, loss:1442.5836
tmp:44.16354864194695, loss:1473.9805
tmp:44.119385093305006, loss:1589.2721
tmp:44.0752657082117, loss:1474.5001
tmp:44.031190442503494, loss:1426.1208
tmp:43.98715925206099, loss:1443.7382
tmp:43.94317209280893, loss:1451.3563
tmp:43.89922892071612, loss:1532.7101
tmp:43.855329691795404, loss:1336.1719
tmp:43.81147436210361, loss:1392.5596
tmp:43.76766288774151, loss:1417.8827
tmp:43.72389522485377, loss:1429.0852
tmp:43.68017132962892, loss:1440.94
tmp:43.63649115829929, loss:1550.608
tmp:43.59285466714099, loss:1385.0253
tmp:43.54926181247385, loss:1390.9513
tmp:43.50571255066138, loss:1512.2798
tmp:43.46220683811072, loss:1508.503
tmp:43.41874463127261, loss:1391.7898
tmp:43.375325886641335, loss:1488.9789
tmp:43.33195056075469, loss:1385.9501
tmp:43.288618610193936, loss:1535.6924
tmp:43.245329991583745, loss:1385.8002
tmp:43.20208466159216, loss:1447.4463
tmp:43.158882576930566, loss:1517.732
tmp:43.11572369435363, loss:1294.47
tmp:43.07260797065928, loss:1498.542
tmp:43.02953536268862, loss:1289.6008
tmp:42.98650582732593, loss:1451.3704
tmp:42.9435193214986, loss:1518.8492
tmp:42.9005758021771, loss:1404.0585
tmp:42.85767522637492, loss:1343.422
tmp:42.81481755114855, loss:1524.0737
tmp:42.772002733597404, loss:1317.2047
tmp:42.729230730863804, loss:1318.8574
tmp:42.68650150013294, loss:1526.8141
tmp:42.643814998632806, loss:1321.5833
tmp:42.60117118363417, loss:1350.4834
tmp:42.55857001245054, loss:1588.1555
tmp:42.516011442438085, loss:1470.718
tmp:42.47349543099565, loss:1200.949
tmp:42.43102193556465, loss:1525.864
tmp:42.38859091362909, loss:1419.6299
tmp:42.346202322715456, loss:1442.8179
tmp:42.30385612039274, loss:1479.5017
tmp:42.261552264272346, loss:1439.3458
tmp:42.219290712008075, loss:1581.2493
tmp:42.17707142129607, loss:1480.7438
tmp:42.13489434987478, loss:1375.7692
tmp:42.092759455524906, loss:1522.4673
tmp:42.05066669606938, loss:1433.4438
tmp:42.00861602937331, loss:1519.0808
tmp:41.96660741334394, loss:1444.199
tmp:41.92464080593059, loss:1631.6764
tmp:41.88271616512466, loss:1549.3624
tmp:41.840833448959536, loss:1456.0549
tmp:41.79899261551058, loss:1353.5656
tmp:41.757193622895066, loss:1337.6819
tmp:41.715436429272174, loss:1438.6647
tmp:41.6737209928429, loss:1409.9761
tmp:41.63204727185006, loss:1505.8771
tmp:41.590415224578216, loss:1391.2225
tmp:41.54882480935364, loss:1538.2537
tmp:41.507275984544286, loss:1469.0006
tmp:41.46576870855974, loss:1434.9376
tmp:41.42430293985118, loss:1473.4034
tmp:41.38287863691133, loss:1390.8522
tmp:41.34149575827442, loss:1416.6074
tmp:41.300154262516145, loss:1498.04
tmp:41.25885410825363, loss:1673.086
tmp:41.21759525414537, loss:1518.9066
tmp:41.17637765889123, loss:1343.2823
tmp:41.135201281232334, loss:1449.0675
tmp:41.0940660799511, loss:1362.677
tmp:41.05297201387115, loss:1407.9357
tmp:41.011919041857276, loss:1434.1515
tmp:40.97090712281542, loss:1327.1414
tmp:40.92993621569261, loss:1422.7032
tmp:40.88900627947692, loss:1379.5856
tmp:40.84811727319744, loss:1320.4072
tmp:40.80726915592424, loss:1444.8236
tmp:40.76646188676831, loss:1263.434
tmp:40.72569542488154, loss:1520.2653
tmp:40.68496972945666, loss:1533.277
tmp:40.644284759727206, loss:1432.6575
tmp:40.60364047496748, loss:1382.8544
tmp:40.56303683449251, loss:1384.8633
tmp:40.522473797658016, loss:1550.0204
tmp:40.48195132386036, loss:1521.5544
tmp:40.441469372536496, loss:1513.7224
tmp:40.40102790316396, loss:1427.5767
tmp:40.36062687526079, loss:1380.2214
tmp:40.32026624838553, loss:1392.2014
tmp:40.27994598213714, loss:1565.8358
tmp:40.23966603615501, loss:1354.9302
tmp:40.19942637011885, loss:1596.5703
tmp:40.159226943748735, loss:1365.5024
tmp:40.119067716804985, loss:1400.1593
tmp:40.07894864908818, loss:1348.9225
tmp:40.03886970043909, loss:1369.0284
tmp:39.998830830738655, loss:1258.3729
tmp:39.958831999907915, loss:1567.0715
tmp:39.918873167908, loss:1368.5349
tmp:39.8789542947401, loss:1407.5498
tmp:39.839075340445355, loss:1397.141
tmp:39.79923626510491, loss:1610.1141
tmp:39.759437028839805, loss:1443.124
tmp:39.719677591810964, loss:1487.8954
tmp:39.67995791421915, loss:1281.3994
tmp:39.640277956304935, loss:1346.8423
tmp:39.60063767834863, loss:1519.7151
tmp:39.561037040670286, loss:1517.1442
tmp:39.521476003629616, loss:1741.7645
tmp:39.48195452762599, loss:1447.7408
tmp:39.442472573098364, loss:1498.7133
tmp:39.403030100525264, loss:1530.1422
tmp:39.36362707042474, loss:1445.4702
tmp:39.32426344335432, loss:1338.1343
tmp:39.284939179910964, loss:1530.9916
tmp:39.24565424073106, loss:1436.5806
tmp:39.206408586490326, loss:1253.7778
tmp:39.16720217790384, loss:1484.5898
tmp:39.12803497572593, loss:1347.1635
tmp:39.088906940750206, loss:1410.4457
tmp:39.04981803380946, loss:1543.9926
tmp:39.01076821577565, loss:1566.4647
tmp:38.971757447559874, loss:1668.6254
tmp:38.93278569011231, loss:1558.7251
tmp:38.8938529044222, loss:1301.6782
tmp:38.854959051517774, loss:1398.6328
tmp:38.816104092466254, loss:1364.3948
tmp:38.777287988373786, loss:1654.2983
tmp:38.73851070038541, loss:1385.9224
tmp:38.69977218968503, loss:1429.3962
tmp:38.66107241749534, loss:1355.7797
tmp:38.62241134507784, loss:1567.3954
tmp:38.58378893373276, loss:1479.6925
tmp:38.54520514479903, loss:1256.6984
tmp:38.50665993965423, loss:1589.1763
tmp:38.46815327971457, loss:1353.5465
tmp:38.429685126434855, loss:1562.9744
tmp:38.39125544130842, loss:1338.0565
tmp:38.352864185867105, loss:1580.0581
tmp:38.31451132168124, loss:1503.5287
tmp:38.27619681035956, loss:1403.5819
tmp:38.2379206135492, loss:1456.8005
tmp:38.19968269293565, loss:1510.8562
tmp:38.16148301024272, loss:1517.7189
tmp:38.12332152723248, loss:1575.5024
tmp:38.08519820570525, loss:1316.8059
tmp:38.04711300749954, loss:1238.0892
tmp:38.00906589449204, loss:1553.8927
tmp:37.97105682859755, loss:1445.212
tmp:37.93308577176895, loss:1604.2821
tmp:37.89515268599718, loss:1541.5912
tmp:37.857257533311184, loss:1352.2751
tmp:37.81940027577787, loss:1666.015
tmp:37.781580875502094, loss:1370.967
tmp:37.74379929462659, loss:1400.7415
tmp:37.70605549533197, loss:1533.6626
tmp:37.66834943983663, loss:1378.8551
tmp:37.6306810903968, loss:1332.4192
tmp:37.5930504093064, loss:1454.4215
tmp:37.555457358897094, loss:1351.2091
tmp:37.517901901538195, loss:1462.4968
tmp:37.48038399963666, loss:1309.616
tmp:37.44290361563702, loss:1513.198
tmp:37.40546071202139, loss:1379.3575
tmp:37.368055251309364, loss:1433.9988
tmp:37.33068719605806, loss:1365.7891
tmp:37.293356508862, loss:1452.4205
tmp:37.256063152353136, loss:1375.7394
tmp:37.21880708920078, loss:1545.9313
tmp:37.181588282111576, loss:1453.439
tmp:37.14440669382947, loss:1607.5441
tmp:37.10726228713564, loss:1400.0662
tmp:37.0701550248485, loss:1438.8726
tmp:37.033084869823654, loss:1359.6846
tmp:36.99605178495383, loss:1312.1626
tmp:36.959055733168874, loss:1532.8958
tmp:36.922096677435704, loss:1359.5702
tmp:36.88517458075827, loss:1491.0435
tmp:36.84828940617751, loss:1452.3467
tmp:36.81144111677133, loss:1512.8958
tmp:36.77462967565456, loss:1329.9763
tmp:36.737855045978904, loss:1552.9598
tmp:36.701117190932926, loss:1325.364
tmp:36.664416073742, loss:1435.7058
tmp:36.627751657668256, loss:1543.194
tmp:36.59112390601059, loss:1345.8817
tmp:36.55453278210457, loss:1536.4377
tmp:36.51797824932247, loss:1670.5637
tmp:36.481460271073146, loss:1522.6034
tmp:36.44497881080207, loss:1419.7314
tmp:36.40853383199127, loss:1378.1548
tmp:36.37212529815928, loss:1424.4346
tmp:36.335753172861125, loss:1509.8625
tmp:36.29941741968826, loss:1384.7426
tmp:36.26311800226857, loss:1421.6587
tmp:36.2268548842663, loss:1469.3787
tmp:36.19062802938203, loss:1468.0273
tmp:36.15443740135265, loss:1293.5656
tmp:36.1182829639513, loss:1269.0406
tmp:36.08216468098735, loss:1575.3069
tmp:36.04608251630636, loss:1310.7498
tmp:36.010036433790056, loss:1356.5891
tmp:35.97402639735627, loss:1465.5297
tmp:35.938052370958914, loss:1279.3324
tmp:35.902114318587955, loss:1596.5021
tmp:35.86621220426937, loss:1415.9939
tmp:35.8303459920651, loss:1436.9626
tmp:35.79451564607303, loss:1464.7073
tmp:35.758721130426956, loss:1374.0045
tmp:35.72296240929653, loss:1256.4905
tmp:35.68723944688723, loss:1324.2852
tmp:35.651552207440346, loss:1348.7854
tmp:35.615900655232906, loss:1301.075
tmp:35.580284754577676, loss:1418.9681
tmp:35.544704469823095, loss:1458.7869
tmp:35.509159765353274, loss:1343.0488
tmp:35.47365060558792, loss:1462.7494
tmp:35.43817695498233, loss:1368.9249
tmp:35.40273877802735, loss:1438.89
tmp:35.367336039249324, loss:1531.5334
tmp:35.33196870321007, loss:1466.952
tmp:35.29663673450686, loss:1438.424
tmp:35.261340097772354, loss:1510.7755
tmp:35.22607875767458, loss:1375.077
tmp:35.190852678916904, loss:1375.0323
tmp:35.15566182623799, loss:1296.8663
tmp:35.12050616441175, loss:1339.3832
tmp:35.08538565824734, loss:1356.4087
tmp:35.05030027258909, loss:1538.4862
tmp:35.015249972316504, loss:1366.612
tmp:34.980234722344186, loss:1285.2135
tmp:34.94525448762184, loss:1511.0259
tmp:34.910309233134214, loss:1451.4131
tmp:34.87539892390108, loss:1348.5
tmp:34.84052352497718, loss:1441.2393
tmp:34.8056830014522, loss:1325.8926
tmp:34.77087731845075, loss:1531.3179
tmp:34.7361064411323, loss:1534.3558
tmp:34.70137033469117, loss:1399.6469
tmp:34.666668964356475, loss:1416.5326
tmp:34.63200229539212, loss:1470.2592
tmp:34.59737029309673, loss:1450.6372
tmp:34.56277292280363, loss:1408.0695
tmp:34.52821014988083, loss:1444.4172
tmp:34.49368193973095, loss:1420.5345
tmp:34.45918825779122, loss:1335.451
tmp:34.42472906953343, loss:1505.0593
tmp:34.39030434046389, loss:1423.9692
tmp:34.35591403612343, loss:1343.2261
tmp:34.3215581220873, loss:1632.7126
tmp:34.287236563965216, loss:1592.283
tmp:34.252949327401254, loss:1311.3003
tmp:34.21869637807385, loss:1378.2228
tmp:34.184477681695775, loss:1480.843
tmp:34.150293204014076, loss:1346.2498
tmp:34.11614291081006, loss:1281.4778
tmp:34.08202676789925, loss:1288.9198
tmp:34.04794474113135, loss:1322.6918
tmp:34.01389679639022, loss:1422.6825
tmp:33.97988289959383, loss:1396.4927
tmp:33.94590301669424, loss:1652.1119
tmp:33.911957113677545, loss:1352.3086
tmp:33.878045156563864, loss:1360.1676
tmp:33.8441671114073, loss:1386.7964
tmp:33.8103229442959, loss:1272.003
tmp:33.7765126213516, loss:1439.9185
tmp:33.74273610873025, loss:1359.2512
tmp:33.70899337262152, loss:1555.0734
tmp:33.6752843792489, loss:1528.4761
tmp:33.64160909486965, loss:1538.7048
tmp:33.60796748577478, loss:1425.188
tmp:33.57435951828901, loss:1410.1489
tmp:33.54078515877072, loss:1187.8202
tmp:33.50724437361195, loss:1385.0651
tmp:33.47373712923834, loss:1511.9296
tmp:33.4402633921091, loss:1306.5778
tmp:33.406823128716994, loss:1347.883
tmp:33.37341630558828, loss:1217.1154
tmp:33.34004288928269, loss:1224.9852
tmp:33.30670284639341, loss:1360.6836
tmp:33.27339614354701, loss:1273.0773
tmp:33.24012274740346, loss:1504.195
tmp:33.20688262465606, loss:1342.319
tmp:33.173675742031406, loss:1364.231
tmp:33.14050206628937, loss:1456.1985
tmp:33.10736156422308, loss:1332.6188
tmp:33.074254202658864, loss:1397.7754
tmp:33.041179948456204, loss:1359.2189
tmp:33.00813876850775, loss:1414.3727
tmp:32.97513062973924, loss:1368.827
tmp:32.942155499109504, loss:1472.5924
tmp:32.909213343610396, loss:1544.998
tmp:32.87630413026679, loss:1403.9941
tmp:32.84342782613652, loss:1384.6942
tmp:32.81058439831038, loss:1370.2906
tmp:32.77777381391207, loss:1541.823
tmp:32.74499604009816, loss:1370.1381
tmp:32.71225104405806, loss:1312.734
tmp:32.679538793014, loss:1271.4628
tmp:32.646859254220985, loss:1380.1583
tmp:32.61421239496676, loss:1334.2706
tmp:32.581598182571796, loss:1356.8154
tmp:32.54901658438922, loss:1346.1018
tmp:32.51646756780483, loss:1416.9955
tmp:32.48395110023703, loss:1431.222
tmp:32.45146714913679, loss:1370.9413
tmp:32.41901568198765, loss:1280.758
tmp:32.386596666305664, loss:1414.1493
tmp:32.35421006963936, loss:1493.5516
tmp:32.321855859569716, loss:1330.6693
tmp:32.289534003710145, loss:1489.5848
tmp:32.257244469706436, loss:1216.3142
tmp:32.22498722523673, loss:1393.3496
tmp:32.1927622380115, loss:1456.4098
tmp:32.160569475773485, loss:1345.786
tmp:32.128408906297715, loss:1339.1423
tmp:32.09628049739142, loss:1298.4052
tmp:32.06418421689403, loss:1295.9105
tmp:32.032120032677135, loss:1436.3768
tmp:32.00008791264446, loss:1194.0619
tmp:31.968087824731814, loss:1399.4264
tmp:31.93611973690708, loss:1366.0255
tmp:31.904183617170172, loss:1413.9468
tmp:31.872279433553004, loss:1334.0327
tmp:31.84040715411945, loss:1437.5715
tmp:31.80856674696533, loss:1318.202
tmp:31.776758180218366, loss:1271.7639
tmp:31.744981422038148, loss:1445.5151
tmp:31.71323644061611, loss:1296.2998
tmp:31.681523204175495, loss:1448.9467
tmp:31.64984168097132, loss:1428.7538
tmp:31.61819183929035, loss:1329.6737
tmp:31.58657364745106, loss:1489.5759
tmp:31.55498707380361, loss:1293.9465
tmp:31.523432086729805, loss:1462.2698
tmp:31.491908654643076, loss:1377.575
tmp:31.460416745988432, loss:1362.8878
tmp:31.428956329242443, loss:1410.3799
tmp:31.3975273729132, loss:1499.3851
tmp:31.366129845540286, loss:1488.8916
tmp:31.334763715694745, loss:1459.1357
tmp:31.30342895197905, loss:1359.3529
tmp:31.27212552302707, loss:1428.5073
tmp:31.240853397504043, loss:1211.7982
tmp:31.20961254410654, loss:1578.2317
tmp:31.178402931562434, loss:1421.4252
tmp:31.147224528630872, loss:1439.4886
tmp:31.11607730410224, loss:1404.978
tmp:31.08496122679814, loss:1383.5917
tmp:31.05387626557134, loss:1435.9421
tmp:31.02282238930577, loss:1344.7587
tmp:30.991799566916463, loss:1339.7092
tmp:30.960807767349547, loss:1339.5406
tmp:30.929846959582196, loss:1431.2797
tmp:30.898917112622613, loss:1570.3724
tmp:30.86801819550999, loss:1470.7579
tmp:30.83715017731448, loss:1606.3922
tmp:30.806313027137165, loss:1090.1698
tmp:30.775506714110026, loss:1284.5867
tmp:30.744731207395915, loss:1354.9669
tmp:30.71398647618852, loss:1270.5033
tmp:30.68327248971233, loss:1268.7874
tmp:30.65258921722262, loss:1386.3052
tmp:30.621936628005397, loss:1277.0095
tmp:30.59131469137739, loss:1314.1359
tmp:30.560723376686013, loss:1638.597
tmp:30.530162653309326, loss:1343.0771
tmp:30.499632490656015, loss:1447.7622
tmp:30.46913285816536, loss:1388.9165
tmp:30.438663725307194, loss:1329.5422
tmp:30.408225061581888, loss:1334.983
tmp:30.377816836520307, loss:1291.0193
tmp:30.347439019683787, loss:1360.9604
tmp:30.3170915806641, loss:1479.3422
tmp:30.286774489083438, loss:1412.512
tmp:30.256487714594353, loss:1297.3088
tmp:30.226231226879758, loss:1384.829
tmp:30.196004995652878, loss:1441.9802
tmp:30.165808990657226, loss:1370.2203
tmp:30.13564318166657, loss:1222.7988
tmp:30.105507538484904, loss:1114.4434
tmp:30.075402030946417, loss:1355.0332
tmp:30.045326628915472, loss:1437.9796
tmp:30.015281302286557, loss:1393.1174
tmp:29.98526602098427, loss:1411.9321
tmp:29.955280754963287, loss:1453.7283
tmp:29.925325474208325, loss:1442.2736
tmp:29.895400148734115, loss:1352.1292
tmp:29.86550474858538, loss:1350.6709
tmp:29.835639243836795, loss:1225.5261
tmp:29.805803604592956, loss:1496.0898
tmp:29.775997800988364, loss:1387.7484
tmp:29.746221803187375, loss:1517.3998
tmp:29.716475581384188, loss:1318.958
tmp:29.686759105802803, loss:1362.217
tmp:29.657072346697, loss:1500.9851
tmp:29.6274152743503, loss:1444.4125
tmp:29.59778785907595, loss:1206.0009
tmp:29.568190071216875, loss:1346.1537
tmp:29.53862188114566, loss:1390.9768
tmp:29.509083259264514, loss:1416.3446
tmp:29.47957417600525, loss:1429.9832
tmp:29.450094601829246, loss:1441.3751
tmp:29.420644507227415, loss:1256.5659
tmp:29.39122386272019, loss:1309.5149
tmp:29.361832638857468, loss:1474.2192
tmp:29.33247080621861, loss:1311.6005
tmp:29.30313833541239, loss:1245.6215
tmp:29.27383519707698, loss:1375.9419
tmp:29.244561361879903, loss:1433.7283
tmp:29.21531680051802, loss:1222.2959
tmp:29.186101483717504, loss:1366.7734
tmp:29.156915382233787, loss:1433.5703
tmp:29.127758466851553, loss:1265.1411
tmp:29.0986307083847, loss:1421.0511
tmp:29.069532077676314, loss:1365.0089
tmp:29.040462545598636, loss:1242.5771
tmp:29.011422083053038, loss:1300.0409
tmp:28.982410660969986, loss:1483.5131
tmp:28.953428250309017, loss:1280.9194
tmp:28.92447482205871, loss:1384.6572
